asset,weight
СберБанк,0.2037673773466977
Белинвестбанк,0.19427156857251626
Приорбанк,0.0
МАПИД,0.06532055988974034
СлуцкСахарКомб,0.0
Трест-35,0.2946171334604159
Минскпромстрой,0.24202336073062986
